gene_id,gene_symbol,target_family,n_infected_samples,pearson_r_viral_load,pearson_p_viral_load,spearman_r_viral_load,spearman_p_viral_load,viral_load_correlation_q
ENSG00000162302.13,RPS6KA4,RPS,6,-0.8766821917769574,0.021873258405562118,-0.942857142857143,0.004804664723032055,0.9264161857994898
ENSG00000064703.13,DDX20,DDX,6,-0.873718895995879,0.02291347868621079,-0.8857142857142858,0.01884548104956266,0.9264161857994898
ENSG00000067596.12,DHX8,DHX,6,-0.8736295327974802,0.022945206200607162,-0.8285714285714287,0.04156268221574335,0.9264161857994898
ENSG00000204560.10,DHX16,DHX,6,-0.8672242781032042,0.02527371084153173,-0.5428571428571429,0.26570262390670546,0.9264161857994898
ENSG00000140829.12,DHX38,DHX,6,-0.8457929187148492,0.033836227257755466,-0.8285714285714287,0.04156268221574335,0.9264161857994898
ENSG00000172071.15,EIF2AK3,EIF,6,-0.8280830243233851,0.04179262829794756,-0.7142857142857143,0.11078717201166179,0.9264161857994898
ENSG00000157349.17,DDX19B,DDX,6,0.8267339272576939,0.04243087612801244,0.7714285714285715,0.07239650145772594,0.9264161857994898
ENSG00000114867.22,EIF4G1,EIF,6,-0.8160246765919945,0.04765688044260984,-0.8285714285714287,0.04156268221574335,0.9264161857994898
ENSG00000125485.18,DDX31,DDX,6,0.7958521198606555,0.05826046548487488,0.7142857142857143,0.11078717201166179,0.9264161857994898
ENSG00000156976.17,EIF4A2,EIF,6,0.7849155835871993,0.06441691625395207,0.7714285714285715,0.07239650145772594,0.9264161857994898
ENSG00000067248.11,DHX29,DHX,6,0.779290985192624,0.06769306328097768,0.6,0.208,0.9264161857994898
ENSG00000124228.15,DDX27,DDX,6,-0.7743405501117864,0.07063774459647439,-0.6571428571428573,0.1561749271137024,0.9264161857994898
ENSG00000109832.14,DDX25,DDX,6,-0.7648009261267679,0.07647246427060213,-0.5428571428571429,0.26570262390670546,0.9264161857994898
ENSG00000175634.15,RPS6KB2,RPS,6,-0.7567641520731061,0.08155015291712325,-0.7142857142857143,0.11078717201166179,0.9264161857994898
ENSG00000104408.11,EIF3E,EIF,6,0.7339451998184107,0.09676136968872222,0.6571428571428573,0.1561749271137024,0.9264161857994898
ENSG00000130741.11,EIF2S3,EIF,6,0.7305143825398048,0.09914838766692581,0.8285714285714287,0.04156268221574335,0.9264161857994898
ENSG00000100353.18,EIF3D,EIF,6,-0.7274227258419919,0.10132153194382378,-0.8857142857142858,0.01884548104956266,0.9264161857994898
ENSG00000181381.15,DDX60L,DDX,6,0.721577552461168,0.10548706583056663,0.7714285714285715,0.07239650145772594,0.9264161857994898
ENSG00000185163.10,DDX51,DDX,6,-0.7176840614274128,0.10830282047117579,-0.6,0.208,0.9264161857994898
ENSG00000132153.15,DHX30,DHX,6,-0.7175609072993228,0.10839241841873547,-0.2571428571428572,0.6227871720116619,0.9264161857994898
ENSG00000123064.13,DDX54,DDX,6,-0.7117319863521379,0.11267035931195947,-0.3142857142857143,0.5440932944606415,0.9264161857994898
ENSG00000198231.14,DDX42,DDX,6,-0.7100289890589102,0.11393393738353111,-0.8285714285714287,0.04156268221574335,0.9264161857994898
ENSG00000171863.15,RPS7,RPS,6,0.673748965416015,0.14229656909962043,0.6,0.208,0.9264161857994898
ENSG00000111361.13,EIF2B1,EIF,6,-0.6638613801808204,0.1504937454803345,-0.5428571428571429,0.26570262390670546,0.9264161857994898
ENSG00000174243.10,DDX23,DDX,6,-0.6615713631298852,0.15242013040449517,-0.7142857142857143,0.11078717201166179,0.9264161857994898
ENSG00000088205.13,DDX18,DDX,6,-0.6555818705086626,0.15750766997623372,-0.7714285714285715,0.07239650145772594,0.9264161857994898
ENSG00000071242.12,RPS6KA2,RPS,6,-0.649957839253966,0.16234902347930474,-0.5428571428571429,0.26570262390670546,0.9264161857994898
ENSG00000106263.19,EIF3B,EIF,6,-0.6468841923237305,0.16502101882607545,-0.7142857142857143,0.11078717201166179,0.9264161857994898
ENSG00000265681.8,RPL17,RPL,6,-0.6434102254754007,0.1680630886011099,-0.3714285714285715,0.4684781341107872,0.9264161857994898
ENSG00000140986.8,RPL3L,RPL,6,-0.6416794260678702,0.16958741029572189,-0.6571428571428573,0.1561749271137024,0.9264161857994898
ENSG00000100129.18,EIF3L,EIF,6,-0.6339228817790348,0.1764892377895853,-0.48571428571428577,0.3287230320699708,0.9264161857994898
ENSG00000122026.11,RPL21,RPL,6,0.6337417235935695,0.17665180641227024,0.48571428571428577,0.3287230320699708,0.9264161857994898
ENSG00000013573.17,DDX11,DDX,6,-0.6303364835024096,0.17971920721257809,-0.48571428571428577,0.3287230320699708,0.9264161857994898
ENSG00000161970.15,RPL26,RPL,6,0.6300237002187877,0.1800020601278871,0.4285714285714286,0.3965014577259473,0.9264161857994898
ENSG00000108406.10,DHX40,DHX,6,-0.6264331609849003,0.18326224083756845,-0.7142857142857143,0.11078717201166179,0.9264161857994898
ENSG00000123136.15,DDX39A,DDX,6,-0.6161601295766135,0.19272342052279667,-0.7714285714285715,0.07239650145772594,0.9264161857994898
ENSG00000107581.13,EIF3A,EIF,6,-0.6021627740030677,0.20592795184759105,-0.2571428571428572,0.6227871720116619,0.9264161857994898
ENSG00000175376.9,EIF1AD,EIF,6,-0.5948391455403071,0.21297832253000437,-0.48571428571428577,0.3287230320699708,0.9264161857994898
ENSG00000205609.13,EIF3CL,EIF,6,-0.5942273462954446,0.21357164255148486,-0.5768179036829705,0.23073225195460048,0.9264161857994898
ENSG00000158417.11,EIF5B,EIF,6,0.591213022650816,0.21650464890353174,0.2,0.7040000000000001,0.9264161857994898
ENSG00000151247.13,EIF4E,EIF,6,0.588652175244336,0.21900907693201663,0.7714285714285715,0.07239650145772594,0.9264161857994898
ENSG00000183258.12,DDX41,DDX,6,-0.5841904947692784,0.2234000957140985,-0.4285714285714286,0.3965014577259473,0.9264161857994898
ENSG00000110367.14,DDX6,DDX,6,-0.5770649258794349,0.2304850548915586,-0.6,0.208,0.9264161857994898
ENSG00000163584.18,RPL22L1,RPL,6,0.576882539504133,0.23066756017612328,0.2571428571428572,0.6227871720116619,0.9264161857994898
ENSG00000075151.24,EIF4G3,EIF,6,-0.570068744454731,0.23752688996863816,-0.6,0.208,0.9264161857994898
ENSG00000141543.12,EIF4A3,EIF,6,-0.565433296736271,0.24223875527700983,-0.6,0.208,0.9264161857994898
ENSG00000106682.16,EIF4H,EIF,6,-0.5596164147684881,0.2482030629217538,-0.8285714285714287,0.04156268221574335,0.9264161857994898
ENSG00000143947.15,RPS27A,RPS,6,0.5587600279589381,0.24908596578598632,0.48571428571428577,0.3287230320699708,0.9264161857994898
ENSG00000144895.12,EIF2A,EIF,6,-0.5517685717790091,0.2563397150151854,-0.2571428571428572,0.6227871720116619,0.9264161857994898
ENSG00000253626.4,EIF5AL1,EIF,6,-0.5510682179455747,0.25707081898281137,-0.5768179036829705,0.23073225195460048,0.9264161857994898
ENSG00000229117.9,RPL41,RPL,6,0.5462069424819863,0.26216782865272265,0.2571428571428572,0.6227871720116619,0.9264161857994898
ENSG00000143486.16,EIF2D,EIF,6,-0.5347278576183198,0.2743566195669826,-0.48571428571428577,0.3287230320699708,0.9264161857994898
ENSG00000114784.4,EIF1B,EIF,6,-0.5332506102777661,0.27594064673902746,-0.5428571428571429,0.26570262390670546,0.9264161857994898
ENSG00000145425.10,RPS3A,RPS,6,0.5298034228883515,0.2796505686185175,0.48571428571428577,0.3287230320699708,0.9264161857994898
ENSG00000138326.21,RPS24,RPS,6,0.5243216324959634,0.28558901342871384,0.48571428571428577,0.3287230320699708,0.9264161857994898
ENSG00000198208.12,RPS6KL1,RPS,6,-0.5168884648392063,0.2937168007053982,-0.2571428571428572,0.6227871720116619,0.9264161857994898
ENSG00000108654.16,DDX5,DDX,6,-0.5093856888900432,0.3020075817637487,-0.2571428571428572,0.6227871720116619,0.9264161857994898
ENSG00000100784.12,RPS6KA5,RPS,6,-0.505334451623092,0.30652016010418637,-0.2571428571428572,0.6227871720116619,0.9264161857994898
ENSG00000140988.16,RPS2,RPS,6,0.4978122169446959,0.31496484049744333,0.2571428571428572,0.6227871720116619,0.9264161857994898
ENSG00000115211.17,EIF2B4,EIF,6,-0.49274538914938976,0.32070071833805136,-0.7714285714285715,0.07239650145772594,0.9264161857994898
ENSG00000178105.12,DDX10,DDX,6,0.4882329350419752,0.32584098128470396,0.2,0.7040000000000001,0.9264161857994898
ENSG00000171858.18,RPS21,RPS,6,0.48349662144727173,0.33126832455706123,0.08571428571428573,0.8717434402332361,0.9264161857994898
ENSG00000119718.11,EIF2B2,EIF,6,-0.4811905213399182,0.33392268349444965,-0.6571428571428573,0.1561749271137024,0.9264161857994898
ENSG00000100201.23,DDX17,DDX,6,0.47801672214125646,0.33758832410119677,0.6571428571428573,0.1561749271137024,0.9264161857994898
ENSG00000175390.15,EIF3F,EIF,6,-0.46440910698981364,0.3534672466857298,-0.6571428571428573,0.1561749271137024,0.9264161857994898
ENSG00000114391.13,RPL24,RPL,6,0.44913395109650767,0.3715990169534915,0.028571428571428574,0.9571545189504373,0.9264161857994898
ENSG00000163577.8,EIF5A2,EIF,6,0.4481647912113473,0.37276013881706827,0.3142857142857143,0.5440932944606415,0.9264161857994898
ENSG00000137628.18,DDX60,DDX,6,-0.44674643603561276,0.37446170400477463,0.028571428571428574,0.9571545189504373,0.9264161857994898
ENSG00000104131.13,EIF3J,EIF,6,0.44668109500381004,0.37454015703560894,0.2571428571428572,0.6227871720116619,0.9264161857994898
ENSG00000198034.11,RPS4X,RPS,6,0.44538702251707374,0.3760950889367312,0.2571428571428572,0.6227871720116619,0.9264161857994898
ENSG00000182899.17,RPL35A,RPL,6,0.4450265122536514,0.3765286697222616,0.2571428571428572,0.6227871720116619,0.9264161857994898
ENSG00000100664.11,EIF5,EIF,6,-0.4412328424750527,0.38110175781345035,-0.6571428571428573,0.1561749271137024,0.9264161857994898
ENSG00000105193.9,RPS16,RPS,6,0.44101731352557316,0.3813621411375835,0.3714285714285715,0.4684781341107872,0.9264161857994898
ENSG00000156482.11,RPL30,RPL,6,0.43863507507930216,0.3842442415058607,0.2571428571428572,0.6227871720116619,0.9264161857994898
ENSG00000122406.14,RPL5,RPL,6,0.43853487156264526,0.3843656345421839,0.2571428571428572,0.6227871720116619,0.9264161857994898
ENSG00000089009.16,RPL6,RPL,6,0.4302054002977461,0.39450239454238084,0.2571428571428572,0.6227871720116619,0.9264161857994898
ENSG00000177189.14,RPS6KA3,RPS,6,-0.4289940061046271,0.3959841306824306,-0.2571428571428572,0.6227871720116619,0.9264161857994898
ENSG00000182810.7,DDX28,DDX,6,0.42563906641297744,0.40009762042604774,0.3142857142857143,0.5440932944606415,0.9264161857994898
ENSG00000079785.16,DDX1,DDX,6,-0.41920047534216154,0.40803213522774695,-0.4285714285714286,0.3965014577259473,0.9264161857994898
ENSG00000135829.17,DHX9,DHX,6,-0.41597293352735937,0.41202922214285564,-0.2,0.7040000000000001,0.9264161857994898
ENSG00000137154.13,RPS6,RPS,6,0.41453044452551563,0.4138198541228315,0.2571428571428572,0.6227871720116619,0.9264161857994898
ENSG00000198563.14,DDX39B,DDX,6,0.4124605057065997,0.41639388866640326,0.5428571428571429,0.26570262390670546,0.9264161857994898
ENSG00000197958.13,RPL12,RPL,6,0.4110864540508068,0.41810549488909515,0.14285714285714288,0.7871720116618076,0.9264161857994898
ENSG00000142541.18,RPL13A,RPL,6,0.4025538087225443,0.42878612250088144,0.2571428571428572,0.6227871720116619,0.9264161857994898
ENSG00000108443.14,RPS6KB1,RPS,6,-0.401413580382483,0.43022008905608494,-0.48571428571428577,0.3287230320699708,0.9264161857994898
ENSG00000116251.11,RPL22,RPL,6,-0.4005232051151827,0.4313409258726371,-0.48571428571428577,0.3287230320699708,0.9264161857994898
ENSG00000146223.16,RPL7L1,RPL,6,-0.3980558233333428,0.43445192681941325,-0.7142857142857143,0.11078717201166179,0.9264161857994898
ENSG00000111364.16,DDX55,DDX,6,-0.39555451389781465,0.43761312597014557,-0.14285714285714288,0.7871720116618076,0.9264161857994898
ENSG00000173674.11,EIF1AX,EIF,6,0.3944516960657659,0.439009247764466,0.14285714285714288,0.7871720116618076,0.9264161857994898
ENSG00000150990.9,DHX37,DHX,6,-0.3910946825968313,0.4432679296181585,-0.08571428571428573,0.8717434402332361,0.9264161857994898
ENSG00000124614.16,RPS10,RPS,6,0.3897034284706964,0.44503674593998555,0.3142857142857143,0.5440932944606415,0.9264161857994898
ENSG00000071082.11,RPL31,RPL,6,0.38965271371578036,0.44510126659518345,0.14285714285714288,0.7871720116618076,0.9264161857994898
ENSG00000241343.10,RPL36A,RPL,6,0.389042557196279,0.44587775945865277,0.14285714285714288,0.7871720116618076,0.9264161857994898
ENSG00000086232.13,EIF2AK1,EIF,6,-0.3882861242882887,0.44684100866822035,-0.6571428571428573,0.1561749271137024,0.9264161857994898
ENSG00000136643.12,RPS6KC1,RPS,6,0.38744635699476376,0.4479111573691085,0.48571428571428577,0.3287230320699708,0.9264161857994898
ENSG00000198755.11,RPL10A,RPL,6,0.3846727085795732,0.45145154231853313,0.028571428571428574,0.9571545189504373,0.9264161857994898
