gene_id,gene_symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,regulation_direction
ENSG00000214485.6,RPL7P1,4.065874754438013,-4.45496091653353,1.4217881745669545,-3.1333506609663666,0.0017282283796746865,0.006643536785205994,downregulated
ENSG00000187840.5,EIF4EBP1,84.79411933773393,-3.9970088984235113,0.8829328970160725,-4.526967917869699,5.983601992432889e-06,5.551633892138006e-05,downregulated
ENSG00000242071.3,RPL7AP6,8.741793807030728,-3.243908864233053,0.8387077313780562,-3.8677464662249874,0.00010984578367468054,0.0006700449868848195,downregulated
ENSG00000253626.4,EIF5AL1,5.4809694597443634,-3.1424217641421146,0.9327575147617316,-3.368958935640235,0.0007545266917001631,0.003350255741432574,downregulated
ENSG00000233762.3,RPS15P4,6.121272321645441,-2.8401691267011233,0.8751229237947624,-3.2454516382514647,0.0011726448066705884,0.004825161898152338,downregulated
ENSG00000139239.7,RPL14P1,5.667806882819859,-2.7576813007839966,0.9088873333516079,-3.0341288733937866,0.0024123135715929745,0.008687015898010344,downregulated
ENSG00000148303.17,RPL7A,543.5550149527386,-2.726221290699316,0.6088387144527037,-4.477739713299879,7.543749903900233e-06,6.723044412929339e-05,downregulated
ENSG00000240087.3,RPSAP12,3.817014874597621,-2.442443889412565,1.030596607540218,-2.3699320098113668,0.017791356610288352,0.044803347810840305,downregulated
ENSG00000232573.1,RPL3P4,4.109156570273052,-2.4271564381375503,1.0203559150144426,-2.3787351084285087,0.017372154674666875,0.043966159036938665,downregulated
ENSG00000225031.1,EIF4BP7,6.505897704458837,-2.4271352152982506,0.8237768391691503,-2.946350394781947,0.0032154792252970118,0.010969231695950496,downregulated
ENSG00000100129.18,EIF3L,127.19154039449914,-2.337112811037723,0.4583101843917579,-5.09941277900992,3.4070882131224593e-07,4.616062939614107e-06,downregulated
ENSG00000147403.18,RPL10,886.4719235183321,-2.225286705523535,0.6413790466182514,-3.469534462119753,0.0005213611776125045,0.0024612395371128074,downregulated
ENSG00000084623.12,EIF3I,129.37404746907814,-2.173985071314421,0.37194327560662743,-5.8449371554539375,5.067595438143375e-09,1.0985258041690916e-07,downregulated
ENSG00000147604.14,RPL7,530.1743151625807,-2.1664981647507924,0.5560661241156373,-3.8961160746779395,9.774755647939151e-05,0.0006073109448459477,downregulated
