gene_id,gene_symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,regulation_direction
ENSG00000214485.6,RPL7P1,4.065874754438013,-4.45496091653353,1.4217881745669545,-3.1333506609663666,0.0017282283796746865,0.006643536785205994,downregulated
ENSG00000187840.5,EIF4EBP1,84.79411933773393,-3.9970088984235113,0.8829328970160725,-4.526967917869699,5.983601992432889e-06,5.551633892138006e-05,downregulated
ENSG00000228501.2,RPL15P18,1.1924032415435548,-3.3547673579748283,2.1019268981902117,-1.5960437829038343,0.11047901852521193,,downregulated
ENSG00000242071.3,RPL7AP6,8.741793807030728,-3.243908864233053,0.8387077313780562,-3.8677464662249874,0.00010984578367468054,0.0006700449868848195,downregulated
ENSG00000253626.4,EIF5AL1,5.4809694597443634,-3.1424217641421146,0.9327575147617316,-3.368958935640235,0.0007545266917001631,0.003350255741432574,downregulated
ENSG00000241741.1,RPL7AP30,0.9864215379593432,-3.0814636577344845,2.2126457484186735,-1.3926601942207582,0.16372257111740296,,downregulated
ENSG00000220842.6,RPL21P16,1.6759643180403871,-2.9818719248900294,1.6207535400496953,-1.8398058996672622,0.06579673898094815,0.12786347317149535,downregulated
ENSG00000233762.3,RPS15P4,6.121272321645441,-2.8401691267011233,0.8751229237947624,-3.2454516382514647,0.0011726448066705884,0.004825161898152338,downregulated
ENSG00000236058.3,RPL17P36,1.737788358514575,-2.8384720328738227,1.5883972756550508,-1.7870038411538096,0.07393686774531527,0.14046506657471192,downregulated
ENSG00000226855.1,RPSAP17,0.831889985025635,-2.834940905644751,2.347836386492439,-1.2074695332071346,0.22725137139077123,,downregulated
ENSG00000233426.3,EIF3FP3,1.682279007813021,-2.771241921318891,1.6463195753996698,-1.6832952500404597,0.09231794948733388,0.16739714445769244,downregulated
ENSG00000139239.7,RPL14P1,5.667806882819859,-2.7576813007839966,0.9088873333516079,-3.0341288733937866,0.0024123135715929745,0.008687015898010344,downregulated
ENSG00000148303.17,RPL7A,543.5550149527386,-2.726221290699316,0.6088387144527037,-4.477739713299879,7.543749903900233e-06,6.723044412929339e-05,downregulated
ENSG00000213253.5,RPL12P42,1.3642230957768962,-2.678632536325105,1.6608965172517949,-1.6127630520637786,0.10679599614467196,,downregulated
