gene_id,gene_symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant,is_translation_factor
AGRN,AGRN,1036.25051215095,-2.70369144232666,0.302537663972107,-8.93671024899539,4.00927874256092e-19,2.00601756084822e-16,True,False
ARRDC3,ARRDC3,290.849737188964,1.95708079647083,0.219487036139113,8.9166122559986,4.80769392537793e-19,2.33260567997654e-16,True,False
ARL6IP1,ARL6IP1,240.444427873561,-2.35518179085751,0.264980480279485,-8.88813314993395,6.214418386190161e-19,2.92644272886149e-16,True,False
AHCY,AHCY,220.77070156653,-2.52183107522334,0.286571014523303,-8.80002145164012,1.36790003385118e-18,6.25755641199749e-16,True,False
NENF,NENF,242.10612387764,-2.62717273601175,0.298878322393937,-8.7901080110755,1.4941624752953799e-18,6.64528760887622e-16,True,False
LOC119625281,LOC119625281,78.3566116716396,3.32856905624979,0.381528432228588,8.72430145456503,2.67828754738861e-18,1.1490163505717801e-15,True,False
LOC119620707,LOC119620707,815.404286309386,-2.17482146693983,0.249341516265578,-8.72225973240407,2.72703899330008e-18,1.1490163505717801e-15,True,False
SLC5A3,SLC5A3,756.608946626076,3.53607569870685,0.405621688079207,8.7176692041584,2.83987225243149e-18,1.1658767854789901e-15,True,False
ITM2B,ITM2B,555.739075017567,-2.552696133731,0.293731465018956,-8.69057774782915,3.60600937292142e-18,1.4433954017461201e-15,True,False
HSPA4L,HSPA4L,564.138743040729,3.75148971056219,0.432322181960341,8.67753232913302,4.04448269798654e-18,1.54181458279673e-15,True,False
PTPRE,PTPRE,167.96751205833,2.63299216416968,0.30338855964965,8.67861387789385,4.00621287784297e-18,1.54181458279673e-15,True,False
LOC103231165,LOC103231165,244.871271315183,-3.99258559338405,0.463195288673795,-8.61965933378876,6.7153598222493e-18,2.5004564212565902e-15,True,False
LOC119623494,LOC119623494,7249.30188652488,4.66015403882356,0.543349501810125,8.57671539828164,9.76207683530132e-18,3.5522866411365803e-15,True,False
ATP5IF1,ATP5IF1,460.418369349424,-2.18035535482159,0.254712093609397,-8.56007786644468,1.1279131600150201e-17,4.0131150233334305e-15,True,False
GNS,GNS,642.923417173212,-2.19869515082019,0.257559914850578,-8.53663564881883,1.3818643023704e-17,4.707453052181371e-15,True,False
DHRS3,DHRS3,155.730942707188,-3.40838339082041,0.39921120808624,-8.53779483587072,1.36807550954753e-17,4.707453052181371e-15,True,False
SLC6A6,SLC6A6,537.413061102106,-2.56365316301176,0.301099189458795,-8.51431439460116,1.67578795632167e-17,5.3662081937332704e-15,True,False
FKBP9,FKBP9,279.175168608353,-2.68773243167427,0.31560035121628,-8.51625298044227,1.6479862597734802e-17,5.3662081937332704e-15,True,False
BSG,BSG,370.515134136553,-2.70157066425159,0.317262155900001,-8.51526289540536,1.6621279484248e-17,5.3662081937332704e-15,True,False
ALCAM,ALCAM,370.091748052989,-3.05123286978314,0.358658924259226,-8.50733848623774,1.77971397294441e-17,5.58725498447313e-15,True,False
CDC20,CDC20,103.71462235542,-3.30553923118712,0.389223934420533,-8.49264122492448,2.01993124508555e-17,6.219445993281681e-15,True,False
DNAJB1,DNAJB1,4309.78401123406,5.14421748897459,0.60799222817119,8.46099218150887,2.65112179899577e-17,8.00888889126816e-15,True,False
BHLHB9,BHLHB9,81.4482871304813,3.23317992530198,0.383302252218514,8.43506633887141,3.3101499337817e-17,9.814594553662731e-15,True,False
HCFC2,HCFC2,169.952089734954,2.5422547301676,0.302079739045206,8.41583993088381,3.9008966992935e-17,1.1355864918616101e-14,True,False
LDHB,LDHB,373.580736404288,-2.27331290976702,0.271115918547955,-8.38502188267828,5.07163207488114e-17,1.4500339491236e-14,True,False
SCD,SCD,666.809056067915,-3.06732885733134,0.366236970610188,-8.37525728825482,5.5103354624236e-17,1.5478242296292e-14,True,False
ITGA1,ITGA1,335.550154444556,-2.33786828514341,0.281537855451761,-8.3039216214531,1.00730105486988e-16,2.78067192922787e-14,True,False
PFN1,PFN1,288.04690594798,-3.0199357948286,0.364165833242266,-8.29274884999862,1.10660834023095e-16,2.95298435590628e-14,True,False
H2AFV,H2AFV,205.88254262253,-2.45111012948855,0.295526100001977,-8.29405636074833,1.094505541638e-16,2.95298435590628e-14,True,False
SNRPD2,SNRPD2,129.676926664916,-3.38841764590548,0.41093710938601,-8.24558690006894,1.64351534695999e-16,4.31382364265186e-14,True,False
TMED10,TMED10,350.623317061695,-1.90141262888168,0.231150980533994,-8.22584712593096,1.93816089461616e-16,5.00514420704828e-14,True,False
DOCK5,DOCK5,877.447680520423,-1.51831790648579,0.184838872083995,-8.2142781405625,2.1344432752161199e-16,5.42453512372782e-14,True,False
CREG1,CREG1,171.601946386217,-2.80809870823525,0.342213152820138,-8.20570070172359,2.29249872293516e-16,5.73518703951793e-14,True,False
S100A11,S100A11,339.726430645777,-3.17260754964325,0.38743804605623,-8.1886835377618,2.64098952870156e-16,6.50536666831396e-14,True,False
ZNF292,ZNF292,394.34986734661,1.74826705983842,0.213684186018585,8.18154629227624,2.8022440570416297e-16,6.79798933292327e-14,True,False
CYB5A,CYB5A,133.485206896034,-3.0017418827685,0.3677295159451,-8.16290711680769,3.27055999516088e-16,7.8156621018688e-14,True,False
SHANK3,SHANK3,115.615575733906,2.54482680446675,0.312151020761894,8.15255000049454,3.5632954516746398e-16,8.38998874658275e-14,True,False
POGLUT2,POGLUT2,756.716905840963,-3.99128331575905,0.491889263292829,-8.1141907612303,4.89032675492888e-16,1.1347684300458899e-13,True,False
MIF,MIF,611.511997985029,-2.79318437372706,0.344558174986996,-8.10656828511608,5.20694608930368e-16,1.19097734051202e-13,True,False
CNPY3,CNPY3,147.346548232899,-2.61538653858635,0.323135583432148,-8.09377447945322,5.78437403536279e-16,1.30441708000273e-13,True,False
TMSB4X,TMSB4X,800.359341788358,-3.92756235401315,0.486960955713372,-8.06545639425952,7.29627760100463e-16,1.62250973152341e-13,True,False
WWC1,WWC1,928.644806260797,-2.98791312032403,0.373128142324788,-8.00773991934175,1.16835661289914e-15,2.52791320663894e-13,True,False
LOC103215009,LOC103215009,296.47918754498,-2.5998780462383,0.324653558653851,-8.00816124430755,1.16436179340234e-15,2.52791320663894e-13,True,False
CDR2,CDR2,403.863178260876,-2.71638780230234,0.34090879046683,-7.96807790899906,1.6116125701593001e-15,3.44047051477608e-13,True,False
CUNH17orf67,CUNH17orf67,334.541049164586,3.36833462906205,0.423585489186027,7.95195943924974,1.83584366213766e-15,3.85935759326513e-13,True,False
PWWP3A,PWWP3A,521.464589458426,2.36899575690986,0.297964240640423,7.95060424639585,1.85603981438645e-15,3.85935759326513e-13,True,False
SLC44A1,SLC44A1,193.139542845623,-2.5752935256112,0.324335190934177,-7.94022233046505,2.0181916782604503e-15,4.14272653341386e-13,True,False
RHOBTB1,RHOBTB1,553.379310600107,-3.02040763103605,0.380728679330532,-7.93322855621776,2.13520951319373e-15,4.32744803996769e-13,True,False
SPRED3,SPRED3,127.904910947887,2.30735911629609,0.291533332874522,7.91456364027231,2.4812177880948403e-15,4.96584725064832e-13,True,False
STMN1,STMN1,320.560503008353,-2.6829003208141,0.339789450018745,-7.89577286954052,2.8852169497196003e-15,5.70311217061241e-13,True,False
DBI,DBI,396.015926156002,-3.36718483330303,0.426829234680077,-7.88883365926622,3.0502375921472404e-15,5.95577488876457e-13,True,False
PDIA6,PDIA6,1108.78254127816,-2.71721232141295,0.345746870029829,-7.85896433763385,3.87322480767718e-15,7.47159065008666e-13,True,False
LAPTM4A,LAPTM4A,220.357709344699,-2.33964187310194,0.298712621820905,-7.83241718692652,4.78578420278704e-15,9.12204653224087e-13,True,False
KPNA2,KPNA2,479.60500720728,-2.26704845224404,0.289567205491038,-7.8290925534874,4.91403803036867e-15,9.25631328285091e-13,True,False
LMNB1,LMNB1,395.606444303568,-2.1986854155342,0.28191624831203,-7.79907305342917,6.2363556403977305e-15,1.16104988556289e-12,True,False
LOC119623580,LOC119623580,388.244137607378,-3.5463786938918,0.455651118082849,-7.78310104628553,7.07680648327322e-15,1.30237642073204e-12,True,False
CTSD,CTSD,522.147283275516,-3.27306280563379,0.421472211307795,-7.76578554367257,8.114074312097491e-15,1.47630049785219e-12,True,False
BIVM,BIVM,397.313063501202,-2.03760286516506,0.262463501228011,-7.76337607184065,8.269792734322431e-15,1.48772642100266e-12,True,False
TECR,TECR,185.793134877155,-2.43947303432923,0.314334211294489,-7.76076210185016,8.44205425498628e-15,1.50184145196206e-12,True,False
LOC103233029,LOC103233029,112.200739809296,-4.21803119771656,0.545167868077436,-7.73712363604934,1.01691160489599e-14,1.7892056819768799e-12,True,False
XRCC5,XRCC5,869.702643938411,-1.64898941922275,0.213492653799314,-7.72386960336738,1.12850288099402e-14,1.96396300299949e-12,True,False
FN1,FN1,8801.06672266672,-3.11017360133534,0.403091169246291,-7.71580684129303,1.2021926343900801e-14,2.04769215629995e-12,True,False
LOC103226928,LOC103226928,757.903407524513,-3.65609533955435,0.473795355843991,-7.71661286768334,1.1946179212604e-14,2.04769215629995e-12,True,False
HMGB1,HMGB1,485.498253145569,-2.21274638357424,0.287119139547011,-7.70671849694623,1.29094125830526e-14,2.17571163018164e-12,True,False
ALDH7A1,ALDH7A1,173.145039818567,-3.39890184798264,0.441850806325684,-7.69241970213208,1.44378093471586e-14,2.4079558901807997e-12,True,False
PSME2,PSME2,175.018177811297,-2.18713433826688,0.285129148519086,-7.67067958371317,1.71087445213688e-14,2.8240011188828398e-12,True,False
METTL9,METTL9,952.018870246641,-2.77363801010457,0.361893111901749,-7.66424648297143,1.7988414365354998e-14,2.93890308575202e-12,True,False
TXN,TXN,214.366705845233,-2.04564265360705,0.268444424508986,-7.6203581331546,2.5297285847824102e-14,4.09126104757083e-12,True,False
MBOAT2,MBOAT2,273.352699876171,2.27797249113284,0.29926818296133,7.61180981082505,2.70284097154867e-14,4.3050102229745596e-12,True,False
RBM25,RBM25,2160.74998592582,1.62739532662802,0.213815926415938,7.61119788365173,2.7156706796604302e-14,4.3050102229745596e-12,True,False
ASAH1,ASAH1,113.85279896891,-3.03366191545566,0.399188197400699,-7.59957818194338,2.97097550371595e-14,4.66355772450942e-12,True,False
LOC103243670,LOC103243670,221.615781263884,-2.32699691735344,0.309137485521288,-7.52738514848662,5.17665067913209e-14,8.04692757510524e-12,True,False
BIRC5,BIRC5,319.90538536413,-2.12823353724442,0.2836334461031,-7.50346465300434,6.21527488377544e-14,9.56853520808929e-12,True,False
PFKFB4,PFKFB4,106.833741283713,2.22987660966297,0.297239575955425,7.50195058143053,6.287507873597481e-14,9.587551291825639e-12,True,False
ALDH2,ALDH2,189.937624376351,-2.08640652849772,0.278355447015686,-7.49547584164985,6.60582716053016e-14,9.97791496860833e-12,True,False
NFX1,NFX1,326.937860253296,2.14070339524067,0.285648328342377,7.49419192355583,6.6708054163731e-14,9.981893973976609e-12,True,False
CHRDL1,CHRDL1,372.251209502756,-3.54379156644595,0.473492221531853,-7.48437124263836,7.18904749344032e-14,1.06577629090253e-11,True,False
LOC119622171,LOC119622171,100.627193636509,3.86829422605939,0.517451648506323,7.47566316046267,7.68154848687612e-14,1.1180842983943e-11,True,False
LOC103241750,LOC103241750,91.7132126279881,-4.14125651816579,0.553948312235954,-7.47588976568959,7.66832178917813e-14,1.1180842983943e-11,True,False
TUBB,TUBB,1478.5927335034,-3.67876416651974,0.492476613546176,-7.46992662256604,8.02395520860277e-14,1.15740132292738e-11,True,False
ZBTB40,ZBTB40,404.974809470084,1.57439544986892,0.210822876284448,7.46785869548946,8.15103022952038e-14,1.16523343754331e-11,True,False
ATP5F1E,ATP5F1E,187.604458520384,-2.3909553985328,0.320292942342809,-7.4649019146159,8.3361686188683e-14,1.1811539447495598e-11,True,False
UBR1,UBR1,387.421506776678,1.8160600599428,0.243530376439742,7.45722191413012,8.836580469860491e-14,1.2126207167265299e-11,True,False
NEO1,NEO1,326.764557470399,-1.79283664672762,0.240427980666774,-7.45685523688042,8.8611969181815e-14,1.2126207167265299e-11,True,False
FOS,FOS,142.588932565618,5.96739720966689,0.800079980092881,7.45850084759543,8.7512457005048e-14,1.2126207167265299e-11,True,False
FKBP1A,FKBP1A,433.891075777041,-2.86141167818268,0.383590386514709,-7.45955002726055,8.68184612126671e-14,1.2126207167265299e-11,True,False
LOC119622437,LOC119622437,103.075510772551,2.65166022939919,0.357020131356257,7.42720086771017,1.10919855429563e-13,1.5050320383751898e-11,True,False
LOC103233451,LOC103233451,371.83010891928,-3.09064071431296,0.417503588656563,-7.40266861958715,1.33474542164117e-13,1.78156317495973e-11,True,False
LOC103222703,LOC103222703,408.539563856569,-2.72068076522314,0.36752953638506,-7.40261800992421,1.33525439382405e-13,1.78156317495973e-11,True,False
APLP2,APLP2,979.911719414113,-2.75754226489767,0.372696223380899,-7.39890047686219,1.37316714215292e-13,1.8170065382653198e-11,True,False
LOC103221743,LOC103221743,216.353725997209,4.79642408193173,0.649514084347092,7.3846344483095,1.5287280952689699e-13,2.0062676666681498e-11,True,False
KCND2,KCND2,99.2449419870934,-4.00890474396511,0.545726036921821,-7.3460023395208,2.04222801919258e-13,2.6583831557148298e-11,True,False
KMT2C,KMT2C,2516.46717971706,1.72002619302273,0.234310820479315,7.34078857094257,2.12339019511613e-13,2.74174196887132e-11,True,False
NHP2,NHP2,116.335043874278,-2.38290025812262,0.326502914233773,-7.29825111581237,2.9153216136832297e-13,3.73417714853458e-11,True,False
CYB5R3,CYB5R3,471.678844548125,-2.63123682960863,0.361162643504768,-7.28546231712886,3.20569070963571e-13,4.07351698031567e-11,True,False
PGRMC1,PGRMC1,179.427038136629,-2.94412088079888,0.405156463481264,-7.26662696061131,3.6857480211230097e-13,4.64665445403153e-11,True,False
KDELR1,KDELR1,255.984134965639,-2.57583378974614,0.355587365036652,-7.24388446558171,4.36012880370971e-13,5.453907990327829e-11,True,False
DNAJC10,DNAJC10,434.847344006713,-1.79944669650631,0.24873652381072,-7.23434849429523,4.67769205403852e-13,5.80577732381478e-11,True,False
GDE1,GDE1,187.223005065499,-2.28133130723855,0.315531114780151,-7.23013104057295,4.82528209181907e-13,5.89752607420727e-11,True,False
RBM33,RBM33,1527.69105178553,2.11771090983846,0.2928704457197,7.23087952638714,4.79875916031765e-13,5.89752607420727e-11,True,False
LTA4H,LTA4H,108.178354623486,-2.43607025599083,0.339378660741052,-7.17803014093915,7.07229713019495e-13,8.5783749508751e-11,True,False
OLFML2B,OLFML2B,192.086716545612,-3.50510964578673,0.488481948799076,-7.17551519437715,7.20353963066807e-13,8.671870152377929e-11,True,False
VDAC1,VDAC1,283.066758654003,-2.07347177839962,0.289101521770034,-7.17212336242548,7.38433533722288e-13,8.757821709946329e-11,True,False
CBX1,CBX1,789.263985870141,-1.71435201153092,0.239005457705528,-7.17285717233758,7.34484711677223e-13,8.757821709946329e-11,True,False
NDUFB2,NDUFB2,250.04170091218,-2.23433162376173,0.312747527909685,-7.14420234972076,9.05199742271448e-13,1.06567302011089e-10,True,False
NCL,NCL,2728.55478707873,-2.18340757092041,0.306932774658286,-7.1136344867414,1.1302624231145499e-12,1.32092201872168e-10,True,False
ATP6AP2,ATP6AP2,146.079350752586,-2.35024209037059,0.331552892332823,-7.08858871305319,1.35486518910806e-12,1.57193815527602e-10,True,False
ANKRD42,ANKRD42,495.618393634677,2.69639462106519,0.380467134324638,7.0870631857638,1.36987848658712e-12,1.57792262221197e-10,True,False
CLSTN1,CLSTN1,1212.63693237016,-2.0837923844107,0.295720626213491,-7.0464898275521,1.83487532704691e-12,2.09844206152486e-10,True,False
HINT1,HINT1,226.579568063742,-2.48675025983495,0.353671869203394,-7.03123566326062,2.0471239934323998e-12,2.32457462828696e-10,True,False
LAMTOR2,LAMTOR2,97.4970634005424,-2.75369983860792,0.39177826649117,-7.02872025870782,2.0843639061747797e-12,2.35019369730735e-10,True,False
RRM1,RRM1,316.949458186188,-1.81861099396989,0.258810622890175,-7.02680196686366,2.11320955552102e-12,2.36605581772357e-10,True,False
ATP5ME,ATP5ME,254.432435469513,-2.3578313564143,0.336372067337383,-7.00959320159419,2.39012032195827e-12,2.65751503297735e-10,True,False
CFL1,CFL1,532.909721262864,-2.96930023346927,0.423665248314165,-7.00859993894854,2.40714653709553e-12,2.65798780727149e-10,True,False
PARP1,PARP1,478.749514595237,-1.90049467702315,0.271425532769308,-7.0019008809994,2.5251271026725997e-12,2.7691650712939e-10,True,False
RAPSN,RAPSN,69.8482141085518,3.51896610857583,0.503053147342223,6.99521735857842,2.64848000148408e-12,2.8846811771266403e-10,True,False
P4HB,P4HB,2066.42131437242,-3.08349659485958,0.44141205368168,-6.98552875740727,2.8378512335031598e-12,3.0700564932175e-10,True,False
LOC103216034,LOC103216034,1208.56677309393,-2.4457249399458,0.351622842857186,-6.95553485681574,3.51226923091664e-12,3.77415722524875e-10,True,False
PTMA,PTMA,2341.64336130618,-2.27720045208174,0.327883971718527,-6.94514111240731,3.78082209203489e-12,4.0089233454020303e-10,True,False
PRPS2,PRPS2,215.705765777261,-2.35406250171568,0.338931491140457,-6.94554080470537,3.77013229990388e-12,4.0089233454020303e-10,True,False
LAPTM4B,LAPTM4B,173.611524803919,-2.2334615183518,0.322012807438265,-6.93594002089494,4.03528792981027e-12,4.2505917792231803e-10,True,False
DACH1,DACH1,141.767974812671,-3.27747834354964,0.472728796333241,-6.93310491971648,4.11702619163775e-12,4.30834682054327e-10,True,False
LOC103247113,LOC103247113,508.683412603444,2.1581111053217,0.311677798686923,6.92417334315652,4.38528677096058e-12,4.55927444739285e-10,True,False
DMPK,DMPK,213.477978590281,2.78281168880062,0.402325507413616,6.91681645215629,4.61905920156147e-12,4.77133915330327e-10,True,False
MCCC2,MCCC2,155.964380247715,-2.41468128463957,0.351389296439228,-6.871812286568,6.339133650908269e-12,6.50614544132643e-10,True,False
CUNH12orf75,CUNH12orf75,1198.03610828644,-2.75081576242837,0.40042479461329,-6.8697438306361,6.43172954846146e-12,6.55913514652334e-10,True,False
CUNH11orf98,CUNH11orf98,82.5503816279922,-2.88495808621366,0.420635424874673,-6.85857137941538,6.95525771066471e-12,7.04814121553498e-10,True,False
PEBP1,PEBP1,244.783996125841,-2.47758911922269,0.361664468178244,-6.85051847006887,7.35828101453417e-12,7.409650146145071e-10,True,False
TGM2,TGM2,477.959069054987,-2.68242572437499,0.391795274819365,-6.84649840560662,7.56794888269991e-12,7.573151847556761e-10,True,False
STT3B,STT3B,256.69746856306,-1.59222797660547,0.232690772978928,-6.8426777573585,7.77263644971817e-12,7.72966970164209e-10,True,False
EGR1,EGR1,1688.1728964683,4.8168318349238,0.704890302126596,6.83344886486849,8.28970542356446e-12,8.192992193622871e-10,True,False
LOC103234527,LOC103234527,229.945228160403,-2.91617940598802,0.426963018609547,-6.8300515006777,8.488415396895159e-12,8.337915271146531e-10,True,False
KDM6A,KDM6A,216.088557301655,1.8187514915242,0.266961122210988,6.8127953481061,9.57202676413909e-12,9.34498295857506e-10,True,False
CUNH5orf15,CUNH5orf15,191.621659703192,-1.9390072742,0.28532937019958,-6.795680629876,1.07802353606819e-11,1.04607483854472e-09,True,False
EVC2,EVC2,307.627481007502,1.61731199375058,0.238213335879258,6.78934278713237,1.1264550642324399e-11,1.0799803612829701e-09,True,False
SMS,SMS,673.888251098741,-2.22925287849386,0.328341309035269,-6.78943775013825,1.1257139001894398e-11,1.0799803612829701e-09,True,False
TCEAL8,TCEAL8,190.300141053109,-2.36301492901321,0.348219580818608,-6.78599096425922,1.1529236688851699e-11,1.09877743229289e-09,True,False
CD59,CD59,266.821324221452,-1.67828358984024,0.247477127893593,-6.78157049956489,1.1887644233985699e-11,1.1262311942624e-09,True,False
TM9SF2,TM9SF2,263.350838664828,-1.86075142576028,0.274449879115997,-6.77993166458574,1.2023273854093e-11,1.1323802216346101e-09,True,False
NTN4,NTN4,123.72140546595,-2.35668285330584,0.347845073242342,-6.77509338090855,1.2432593196094299e-11,1.16344011480518e-09,True,False
TKT,TKT,804.899541106578,-3.06731569628302,0.452785084980992,-6.77433024635029,1.2498388591998699e-11,1.16344011480518e-09,True,False
PTBP2,PTBP2,200.848084693426,2.00255819684541,0.295874507204822,6.76826880343264,1.3033244656268499e-11,1.19928321949146e-09,True,False
SSR3,SSR3,154.636161135592,-2.22850857060848,0.329252900369275,-6.76837946790774,1.3023281722521299e-11,1.19928321949146e-09,True,False
RPN1,RPN1,796.004830706236,-2.22996077516927,0.329754721671024,-6.76248322956227,1.3564638493920898e-11,1.24104815386381e-09,True,False
LOC103239423,LOC103239423,514.008522279678,1.56003375554969,0.231379458909676,6.74231741616563,1.5588006965393197e-11,1.4180657927438101e-09,True,False
RPL26L1,RPL26L1,262.286325137917,-1.62988004051384,0.241782351797388,-6.74110425511814,1.57187363450732e-11,1.4218795910789102e-09,True,True
PANK2,PANK2,320.123611675453,1.58982518542148,0.236106222370765,6.73351667507064,1.65610671370827e-11,1.4896586850102902e-09,True,False
PODXL2,PODXL2,269.946420487566,-1.75849592608189,0.261782408700667,-6.71739531624766,1.8500158075672e-11,1.6547822958077302e-09,True,False
PDK1,PDK1,154.012774776972,1.82373702997283,0.272002030302842,6.7048655039167,2.0159195632737197e-11,1.7931604515319701e-09,True,False
TFPI,TFPI,134.19073197006,-2.83863788576547,0.424323407412831,-6.68979800825297,2.23478847326452e-11,1.9768617815159303e-09,True,False
PSME1,PSME1,346.95322181944,-2.94758840759357,0.441330131910997,-6.6788741453711,2.4078482562062197e-11,2.1182449686877904e-09,True,False
CETN2,CETN2,134.720099224212,-3.43524369609746,0.515155355800392,-6.66836451842795,2.58669678188417e-11,2.2631476598222603e-09,True,False
NPNT,NPNT,2443.44814151054,-2.93139955837808,0.439982186631052,-6.66254145610721,2.69132366831027e-11,2.34189039420194e-09,True,False
DRAM1,DRAM1,96.2709039366006,-2.59282216959102,0.390392922524472,-6.64157063305493,3.1035795874003894e-11,2.67158133192837e-09,True,False
POLR3H,POLR3H,94.4621747296139,-2.6626502036543,0.400878310341705,-6.64204107571865,3.0936871420060295e-11,2.67158133192837e-09,True,False
POLD2,POLD2,179.214677812479,-1.75010649382066,0.26355646594966,-6.64034740151256,3.12944677260721e-11,2.6794423677119804e-09,True,False
MLEC,MLEC,578.37881948259,-2.16332105342826,0.326973846674177,-6.6161898739992,3.6857490828273694e-11,3.1389642853802703e-09,True,False
ZNF800,ZNF800,487.652436433823,1.95779040567848,0.295987123600543,6.61444451320343,3.7294951014658496e-11,3.1594151359560704e-09,True,False
FAM171A1,FAM171A1,115.672918880849,-2.11411917216424,0.320007097545537,-6.60647588250258,3.93576351432146e-11,3.3166057698842602e-09,True,False
SNRPD3,SNRPD3,226.477630320775,-2.10095059460478,0.318403162582912,-6.59839738261926,4.1562600404110194e-11,3.48407746110057e-09,True,False
CAT,CAT,139.214335644905,-2.41896952487001,0.366661549776408,-6.59728167937191,4.18764687608855e-11,3.4921049027632203e-09,True,False
S100A4,S100A4,96.0214005590071,-4.64181610310146,0.704418654342128,-6.58957010080398,4.4110192765180496e-11,3.6593175977373304e-09,True,False
PABPC1L,PABPC1L,120.990803325051,3.0705752003145,0.466083495371552,6.58803675909334,4.45680319864309e-11,3.6782410316224e-09,True,False
GLG1,GLG1,525.199181231364,-1.45642724988851,0.221192074477325,-6.58444590896866,4.5658491059344595e-11,3.74891333513419e-09,True,False
