gene_id,gene_symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant,is_translation_factor
ENSG00000310526.1,ENSG00000310526.1,139.56545140883404,-0.700916908231378,0.35625656003006445,-1.967449829337115,0.049131374511676776,0.1676983059748581,False,False
ENSG00000243485.6,MIR1302-2HG,1.85040924036122,0.3125986408194136,1.4947373034420302,0.20913282895902316,0.834344547490248,,False,False
ENSG00000241860.8,ENSG00000241860,2.4332769400355634,2.0131261080228473,1.4060656452440243,1.4317440404238502,0.15221708752100424,,False,False
ENSG00000308579.1,ENSG00000308579.1,1.7264071621496797,1.3766863458138658,1.6730379674321136,0.8228661707701067,0.41058410221840513,,False,False
ENSG00000269981.1,ENSG00000269981,2.8947264725335273,1.7997924872429747,1.6207896169787719,1.1104417676353782,0.2668087082726198,,False,False
ENSG00000310527.1,ENSG00000310527.1,198.57721748131073,-0.6089368320023354,0.3797569274890515,-1.6034910436752765,0.108826284923417,0.2778573871303538,False,False
ENSG00000292994.2,ENSG00000292994.2,12.922821331630452,0.011548627526686403,0.5871244500554473,0.01966981195485176,0.9843067726893902,0.9927371187830184,False,False
ENSG00000290385.2,ENSG00000290385.2,16.368460865891233,-0.1747221626108308,0.6696027960144454,-0.26093403977820534,0.7941433739621897,0.8943102662369251,False,False
ENSG00000225880.7,LINC00115,128.0647977402341,-0.664075502987451,0.3343006433093409,-1.9864619356204978,0.04698205536345107,0.16304734730285408,False,False
ENSG00000225972.1,MTND1P23,16.74378212970895,-0.09662776392302323,0.5392990582062707,-0.17917287718693756,0.8578019599534312,0.9276244375619963,False,False
ENSG00000225630.1,MTND2P28,61.72272121899298,0.13383952150469508,0.2990888161907064,0.44749089320463153,0.654520661746107,0.8073146330559163,False,False
ENSG00000237973.1,MTCO1P12,889.6417656795207,0.17305268509028823,0.16646182825598088,1.0395938029959164,0.2985286572183551,0.5184725640002359,False,False
ENSG00000229344.1,MTCO2P12,26.977318040393456,0.39396591864426556,0.41257568423824964,0.9548936927091478,0.33963145970686637,0.5588788271000829,False,False
ENSG00000248527.1,MTATP6P1,4687.958059232515,0.027737498354188497,0.1515818504391989,0.1829869359281526,0.8548082691656919,0.9263046822226909,False,False
ENSG00000198744.5,MTCO3P12,42.66203097524775,0.06757399763717761,0.42644904598883815,0.1584573779042908,0.8740964037872304,0.9356221011999319,False,False
