gene_id,gene_symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant,is_translation_factor
ENSG00000310526.1,ENSG00000310526.1,130.54429348900248,-0.8577432468551628,0.22418968483470278,-3.825971063243098,0.00013025759125556314,0.0004598258202938194,True,False
ENSG00000269981.1,ENSG00000269981,1.974193937315567,-1.039856993459593,1.5372753400136563,-0.6764285918034406,0.4987685692540531,,False,False
ENSG00000310527.1,ENSG00000310527.1,161.0316041597812,-0.6594880030079658,0.2637323494001563,-2.500595791558876,0.01239845977306158,0.028032942729952028,True,False
ENSG00000292994.2,ENSG00000292994.2,12.60880744605634,-0.7793157790719963,0.5853712397019202,-1.3313188729067653,0.1830841108239114,0.2750585835329319,False,False
ENSG00000290385.2,ENSG00000290385.2,14.841619004737433,-1.2388281131514354,0.6606926765468656,-1.8750444149407193,0.060786613508217235,0.1101348562134143,False,False
ENSG00000250575.1,ENSG00000250575,1.6204191133639025,-0.8922979826504829,1.6217542313185418,-0.5502054290464308,0.5821784802790851,,False,False
ENSG00000225880.7,LINC00115,92.72160914637959,-0.6099168761430652,0.27767715914742835,-2.1964963845630505,0.02805643366035787,0.057043811390420154,False,False
ENSG00000225972.1,MTND1P23,10.944626971665395,-0.3467854935063091,0.6426563748739534,-0.5396126251362953,0.5894642080205801,0.6869311583173411,False,False
ENSG00000225630.1,MTND2P28,49.83225340698748,-0.01455459933651782,0.31597976659847227,-0.04606180798599333,0.9632609864916628,0.975011284522932,False,False
ENSG00000237973.1,MTCO1P12,775.3995197832884,-0.08154407450413331,0.14602560983352336,-0.5584231053518469,0.5765554988538262,0.6753049938933836,False,False
ENSG00000229344.1,MTCO2P12,28.067781872775132,0.07861026169491685,0.40674248537881913,0.19326788944042392,0.8467491727154739,0.8934811297961952,False,False
ENSG00000248527.1,MTATP6P1,4850.251525915924,0.07761131156405858,0.1468310276758105,0.5285756886168315,0.5970998288469644,0.6939324442089569,False,False
ENSG00000198744.5,MTCO3P12,30.547875844181025,-0.15499231595808144,0.38307383151089175,-0.40460168043004163,0.6857703231326153,0.7676842261918663,False,False
ENSG00000237491.11,LINC01409,8.50114010612752,0.15254894306789935,0.724004729099183,0.21070158375581732,0.8331201386915659,0.8838475257564942,False,False
ENSG00000228794.13,LINC01128,271.824006385886,1.3456239976828688,0.17052791636404185,7.890930859732312,2.999408006658813e-15,3.340696955498757e-14,True,False
ENSG00000297178.1,ENSG00000297178.1,2.1143825060938903,-0.9512992487459005,1.4795671253577645,-0.6429578168113684,0.5202514718529224,,False,False
ENSG00000272438.2,ENSG00000272438,28.425579425305354,-1.2173919695470097,0.44832619626439796,-2.715415649789644,0.006619263593536606,0.01615077747487737,True,False
ENSG00000223764.3,LINC02593,7.831080183070902,-2.3757762241700076,0.8569611172395342,-2.7723267443252513,0.00556571386528151,0.013859966474486968,True,False
ENSG00000187634.13,SAMD11,14.10694059571774,-3.03357771921585,0.8081419161295154,-3.753768563007787,0.00017419570884046767,0.0006012677722715677,True,False
ENSG00000188976.11,NOC2L,2516.958718794437,1.0497392761180795,0.13265398188852068,7.913364236591526,2.50525013300597e-15,2.8012107653482492e-14,True,False
ENSG00000187961.15,KLHL17,599.6884351113935,-0.033144932690942576,0.1749470855106278,-0.18945690117786537,0.849734731190624,0.8960180406729046,False,False
ENSG00000187583.11,PLEKHN1,51.698616247068664,-1.5352862309919109,0.3163474434254163,-4.8531646545576645,1.2150672523234645e-06,5.846854595294251e-06,True,False
ENSG00000188290.11,HES4,8.14661742024069,1.9877834657288749,0.784348435007417,2.534311763763611,0.011266844167619664,0.02578274972437131,True,False
ENSG00000187608.10,ISG15,1146.627877196617,1.9701002799677347,0.5405135326674739,3.6448676321666644,0.0002675294602962811,0.0008911866659944447,True,False
ENSG00000188157.16,AGRN,5955.14365375826,2.071701437110653,0.16577005333871805,12.49744085487832,7.709327106647825e-36,2.636037324844752e-34,True,False
ENSG00000291156.2,ENSG00000291156.2,3.8359151405859997,0.10299128049849748,1.03667219558839,0.09934797222958425,0.9208619904546619,0.9467551799856361,False,False
ENSG00000217801.13,ENSG00000217801,5.16759557587664,-2.7421499701565892,1.109124248931723,-2.4723559806737163,0.013422578427194786,0.030107265638162083,True,False
ENSG00000304119.1,ENSG00000304119.1,9.723285845915752,-3.324841405720476,0.8731463080183917,-3.8078857749123562,0.00014015998348504863,0.0004923537147773351,True,False
ENSG00000131591.18,C1orf159,262.22351152367196,0.1503938651368677,0.21575982745447633,0.6970429431243389,0.48577591963569733,0.5931077997526334,False,False
ENSG00000186891.14,TNFRSF18,354.6014300052612,4.483071688866691,0.26089259873086307,17.183590913176612,3.5240576919878183e-66,2.9421476655983297e-64,True,False
ENSG00000186827.12,TNFRSF4,623.8655507939067,4.898638582351527,0.24008461284367516,20.403800661482407,1.5471082217972447e-92,2.4030548403218137e-90,True,False
ENSG00000078808.20,SDF4,2692.924637100591,0.8110088469678525,0.1382150313784567,5.8677326111309105,4.4179495996209436e-09,2.8537219899292342e-08,True,False
ENSG00000176022.7,B3GALT6,809.8676762060168,1.250906247411138,0.19021813807635135,6.576167026243517,4.8273027212987635e-11,3.806559017184704e-10,True,False
ENSG00000184163.3,C1QTNF12,27.877084185928837,-1.3474856273849176,0.4225665133178483,-3.1888130860273796,0.001428582164819852,0.004096822790395789,True,False
ENSG00000260179.1,ENSG00000260179,5.396102932912126,-1.4674599526974232,0.8954116622673726,-1.6388662494985857,0.10124111807557995,0.16945687769446124,False,False
ENSG00000160087.21,UBE2J2,1227.8215459577734,0.33056737143178455,0.13081520104194566,2.5269798066188707,0.011504811753594467,0.026267310062303137,True,False
ENSG00000230415.2,LINC01786,36.70166441636106,-1.6212814685866577,0.3871686028697248,-4.187533432643011,2.8200249027256333e-05,0.00011133958418899216,True,False
ENSG00000162572.21,SCNN1D,88.18220107892328,-2.5270598432305915,0.28826150163436653,-8.766553386084615,1.84218778844806e-18,2.5957747339756527e-17,True,False
ENSG00000131584.19,ACAP3,1559.523900693058,-0.1400129855251939,0.17680432850973793,-0.7919092632253194,0.4284135853309683,0.5384933824274897,False,False
ENSG00000169972.13,PUSL1,176.2801592655892,0.9120370524950359,0.24489469737400857,3.7242009005289027,0.00019593485379228675,0.0006685876473835234,True,False
