gene_id,gene_symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,regulation_direction
ENSG00000187840.5,EIF4EBP1,125.15219736994634,-4.4135379447419165,0.7680727076506764,-5.746250193216365,9.124426752722502e-09,7.918971248582481e-08,downregulated
ENSG00000214485.6,RPL7P1,4.589681403075968,-4.3437744627570005,1.2317321879257466,-3.5265575628676022,0.0004209996377374,0.0013332368373825,downregulated
ENSG00000253626.4,EIF5AL1,6.0924774700493,-3.216578442919523,0.8064363661264503,-3.988632678322395,6.645523077428881e-05,0.0002607752038839,downregulated
ENSG00000242071.3,RPL7AP6,10.511073614944022,-3.182873981662328,0.6139615134404853,-5.184158798205943,2.1699199537990793e-07,1.4688378085772167e-06,downregulated
ENSG00000220842.6,RPL21P16,3.2108472404949326,-3.150015600908279,1.1498832183363437,-2.7394221871206508,0.0061547282075501,0.0143674004288418,downregulated
ENSG00000228501.2,RPL15P18,1.2960342097083413,-3.073160173770745,1.544727487605279,-1.9894513423431897,0.0466514074269071,0.0845072421911,downregulated
ENSG00000148303.17,RPL7A,712.4028261195897,-2.8708626321729707,0.476967197254737,-6.018993860996504,1.7550452510492155e-09,1.751832353564457e-08,downregulated
ENSG00000233762.3,RPS15P4,7.750605459545822,-2.8660672839353314,0.6760744050167597,-4.239277899988363,2.242399253367903e-05,9.844349379217786e-05,downregulated
ENSG00000241741.1,RPL7AP30,1.1159624972690672,-2.8580579205060084,1.5328445175746193,-1.8645452214737608,0.0622451772638845,0.1082762255643103,downregulated
ENSG00000233426.3,EIF3FP3,1.9510181103485813,-2.8085945388873235,1.2806205194903282,-2.1931512857572444,0.0282964809883546,0.0549172277893358,downregulated
ENSG00000139239.7,RPL14P1,6.877363973604331,-2.6858922942303,0.6668370836381075,-4.027808830871701,5.6299090194592325e-05,0.0002248046790816,downregulated
ENSG00000225912.1,RPL26P36,1.564194800020292,-2.5918115966793276,1.2694633577491217,-2.041659241960992,0.0411853443938007,0.0759878488477112,downregulated
ENSG00000213253.5,RPL12P42,1.5026269115467663,-2.576385594837986,1.2789215995589844,-2.0144984616151698,0.0439572262241438,0.0802466815056982,downregulated
ENSG00000226855.1,RPSAP17,0.8903616947123244,-2.530402578885729,1.642922409047291,-1.5401838607540062,0.1235155427764331,0.1955057687752381,downregulated
ENSG00000225031.1,EIF4BP7,6.943527776282319,-2.4658371069664375,0.689930101848836,-3.57403902273379,0.0003515165072373,0.0011376428287352,downregulated
ENSG00000147403.18,RPL10,1123.427782689725,-2.4499401794467626,0.5352822076283316,-4.57691315820431,4.718872331445073e-06,2.4227543679100055e-05,downregulated
ENSG00000137970.7,RPL7P9,8.969754515669448,-2.41318577493627,0.6209197257986767,-3.886469819963019,0.0001017125653114,0.0003771423069435,downregulated
ENSG00000108107.15,RPL28,386.863420025444,-2.4088305404373793,0.4134684329546105,-5.825911601580028,5.680167814596396e-09,5.144703489881536e-08,downregulated
ENSG00000225573.4,RPL35P5,1.3753167296720892,-2.3696328228436485,1.3308836819742451,-1.7804958126231687,0.0749948540073076,0.1274960201932553,downregulated
ENSG00000089157.16,RPLP0,1418.1080753185097,-2.350456924182879,0.5000212246685548,-4.7007143061595205,2.592530156260901e-06,1.4051461905579088e-05,downregulated
ENSG00000147604.14,RPL7,688.2448262187836,-2.3336055056538227,0.4346794926770294,-5.368565908830928,7.936518766897152e-08,5.863667828794949e-07,downregulated
ENSG00000230364.1,RPL4P3,1.2969018929915943,-2.323179312166858,1.3443171593337175,-1.728148224573948,0.0839616534653232,0.14045127029289,downregulated
ENSG00000240370.6,RPL13P5,0.772339735428305,-2.323029045710853,1.5747999052387378,-1.4751264830427355,0.1401785417023447,0.217260801202966,downregulated
ENSG00000197258.5,EIF4BP6,5.533033574390476,-2.286235350738091,0.6517251105020565,-3.5079749328315577,0.0004515315937597,0.0014185975309566,downregulated
ENSG00000236058.3,RPL17P36,2.1626578078020127,-2.273229088797292,1.0813850718737124,-2.102145801641663,0.0355405057809006,0.0668107594450476,downregulated
ENSG00000178982.10,EIF3K,94.84735659889768,-2.269866339717014,0.2561174659253412,-8.862598774808607,7.817050105690054e-19,2.7767078632752456e-17,downregulated
ENSG00000161016.18,RPL8,1044.8618207393529,-2.2482275495588206,0.4823981535448228,-4.660522709380402,3.1540735698686574e-06,1.681504389118441e-05,downregulated
ENSG00000084623.12,EIF3I,160.7761913098953,-2.246011246805568,0.2606248988016002,-8.617792302781234,6.8257347574834136e-18,2.1701060504477152e-16,downregulated
ENSG00000100129.18,EIF3L,152.62138130187498,-2.229925088818498,0.3180995537828833,-7.010148434035586,2.3806542171753698e-12,3.817799152690796e-11,downregulated
ENSG00000184612.8,RPL7P26,0.7156347128569815,-2.211956505667207,1.8256397800353117,-1.211606215999754,0.2256631539970723,0.321996296282378,downregulated
ENSG00000083845.9,RPS5,350.5824331146939,-2.205590233352372,0.3563382234176853,-6.189597658646538,6.031797391537506e-10,6.600777777693577e-09,downregulated
ENSG00000100316.16,RPL3,1458.1376678175802,-2.2046986153829,0.3714267864072599,-5.935755567627545,2.924953038125534e-09,2.7951297939002384e-08,downregulated
ENSG00000227008.2,RPS24P19,0.7101064014407432,-2.204379929344338,1.5812994136162384,-1.3940307005510049,0.1633083340287469,0.2467039390456966,downregulated
ENSG00000240914.1,RPL15P2,2.6567275700887008,-2.195727599712584,0.9518666172652124,-2.306759749618158,0.0210682172701609,0.042471376158814,downregulated
ENSG00000235552.5,RPL6P27,12.460558781107126,-2.1747263231696237,0.5148458696291163,-4.224033737973365,2.3996810273140185e-05,0.0001046740864114,downregulated
ENSG00000125691.14,RPL23,320.01219109322625,-2.151858986420453,0.440552767573706,-4.884452317191356,1.0371673731657422e-06,6.14523781818659e-06,downregulated
ENSG00000115268.10,RPS15,336.94638602869196,-2.14816904640535,0.4535125843980165,-4.736735253458923,2.171885912359002e-06,1.19992319804842e-05,downregulated
ENSG00000257790.1,EIF4A1P4,1.7995467182403095,-2.1287277673213856,1.118787734581863,-1.902709246376372,0.0570784947604601,0.1005721417616444,downregulated
ENSG00000132507.18,EIF5A,621.1639643924874,-2.1138944578124153,0.4031704994478557,-5.24317741676885,1.5783463781983865e-07,1.0983961234367202e-06,downregulated
ENSG00000236312.3,RPL34P34,1.3705677992831458,-2.108363629101162,1.327519738278434,-1.5881975750020476,0.1122416693060908,0.1804238507934729,downregulated
ENSG00000232573.1,RPL3P4,5.334340607171637,-2.10219173051348,0.7025081306719628,-2.992409110628645,0.0027678507073067,0.0070861396791126,downregulated
ENSG00000214541.3,RPS4XP3,1.814077500329149,-2.0975305973369673,1.1842943702771072,-1.771122661713047,0.0765403063149794,0.1297484906520832,downregulated
ENSG00000240087.3,RPSAP12,4.203734032727066,-2.0966418638300715,0.8229535298071484,-2.547703834895027,0.0108434484646576,0.0237135877884471,downregulated
ENSG00000178429.9,RPS3AP5,3.392529057968949,-2.082580911156442,0.8546642479615512,-2.4367240306630107,0.0148209855510643,0.0311412037445773,downregulated
ENSG00000197728.11,RPS26,207.968413907319,-2.0809172675959964,0.4045466146509285,-5.143825685926353,2.6919933203460205e-07,1.7932918239690503e-06,downregulated
ENSG00000198034.11,RPS4X,674.01662888699,-2.0775528781919763,0.4072422492201191,-5.101516068557601,3.3694340768096713e-07,2.2068275440005685e-06,downregulated
ENSG00000224646.2,RPS28P5,1.7894433028149013,-2.076095492326826,1.0910072824265948,-1.9029162552510368,0.057051473549875,0.1005326523489354,downregulated
ENSG00000063046.18,EIF4B,575.4764267035536,-2.0729162729545703,0.2742110098357153,-7.559566168391603,4.044159247500803e-14,8.344665391484628e-13,downregulated
ENSG00000242445.1,RPL7AP11,1.1702212362069893,-2.0602049583099573,1.3028080930470305,-1.5813572001164915,0.1137963877249678,0.182546279514677,downregulated
ENSG00000213553.4,RPLP0P6,27.522585436117,-2.039926956647814,0.5595848927359699,-3.6454289297804863,0.0002669461832023,0.0008913190838399,downregulated
ENSG00000240342.3,RPS2P5,181.91521826613825,-2.03749904940871,0.5816764747717101,-3.502804630715665,0.0004603870063222,0.001442056672108,downregulated
